 1000.0 1201.0
 1000.05 1200.95
 1000.0999999999999 1200.9
 1000.1499999999999 1200.8500000000001
 1000.1999999999998 1200.8000000000002
 1000.2499999999998 1200.7500000000002
 1000.2999999999997 1200.7000000000003
 1000.3499999999997 1200.6500000000003
 1000.3999999999996 1200.6000000000004
 1000.4499999999996 1200.5500000000004
 1000.4999999999995 1200.5000000000005
 1000.5499999999995 1200.4500000000005
 1000.5999999999995 1200.4000000000005
 1000.6499999999994 1200.3500000000006
 1000.6999999999994 1200.3000000000006
 1000.7499999999993 1200.2500000000007
 1000.7999999999993 1200.2000000000007
 1000.8499999999992 1200.1500000000008
 1000.8999999999992 1200.1000000000008
 1000.9499999999991 1200.0500000000009
 1000.9999999999991 1200.000000000001
 1001.049999999999 1199.950000000001
 1001.099999999999 1199.900000000001
 1001.149999999999 1199.850000000001
 1001.1999999999989 1199.800000000001
 1001.2499999999989 1199.7500000000011
 1001.2999999999988 1199.7000000000012
 1001.3499999999988 1199.6500000000012
 1001.3999999999987 1199.6000000000013
 1001.4499999999987 1199.5500000000013
 1001.4999999999986 1199.5000000000014
 1001.5499999999986 1199.4500000000014
 1001.5999999999985 1199.4000000000015
 1001.6499999999985 1199.3500000000015
 1001.6999999999985 1199.3000000000015
 1001.7499999999984 1199.2500000000016
 1001.7999999999984 1199.2000000000016
 1001.8499999999983 1199.1500000000017
 1001.8999999999983 1199.1000000000017
 1001.9499999999982 1199.0500000000018
 1001.9999999999982 1199.0000000000018
 1002.0499999999981 1198.9500000000019
 1002.0999999999981 1198.900000000002
 1002.149999999998 1198.850000000002
 1002.199999999998 1198.800000000002
 1002.249999999998 1198.750000000002
 1002.2999999999979 1198.700000000002
 1002.3499999999979 1198.6500000000021
 1002.3999999999978 1198.6000000000022
 1002.4499999999978 1198.5500000000022
 1002.4999999999977 1198.5000000000023
 1002.5499999999977 1198.4500000000023
 1002.5999999999976 1198.4000000000024
 1002.6499999999976 1198.3500000000024
 1002.6999999999975 1198.3000000000025
 1002.7499999999975 1198.2500000000025
 1002.7999999999975 1198.2000000000025
 1002.8499999999974 1198.1500000000026
 1002.8999999999974 1198.1000000000026
 1002.9499999999973 1198.0500000000027
 1002.9999999999973 1198.0000000000027
 1003.0499999999972 1197.9500000000028
 1003.0999999999972 1197.9000000000028
 1003.1499999999971 1197.8500000000029
 1003.1999999999971 1197.800000000003
 1003.249999999997 1197.750000000003
 1003.299999999997 1197.700000000003
 1003.349999999997 1197.650000000003
 1003.3999999999969 1197.600000000003
 1003.4499999999969 1197.5500000000031
 1003.4999999999968 1197.5000000000032
 1003.5499999999968 1197.4500000000032
 1003.5999999999967 1197.4000000000033
 1003.6499999999967 1197.3500000000033
 1003.6999999999966 1197.3000000000034
 1003.7499999999966 1197.2500000000034
 1003.7999999999965 1197.2000000000035
 1003.8499999999965 1197.1500000000035
 1003.8999999999965 1197.1000000000035
 1003.9499999999964 1197.0500000000036
 1003.9999999999964 1197.0000000000036
 1004.0499999999963 1196.9500000000037
 1004.0999999999963 1196.9000000000037
 1004.1499999999962 1196.8500000000038
 1004.1999999999962 1196.8000000000038
 1004.2499999999961 1196.7500000000039
 1004.2999999999961 1196.700000000004
 1004.349999999996 1196.650000000004
 1004.399999999996 1196.600000000004
 1004.449999999996 1196.550000000004
 1004.4999999999959 1196.500000000004
 1004.5499999999959 1196.4500000000041
 1004.5999999999958 1196.4000000000042
 1004.6499999999958 1196.3500000000042
 1004.6999999999957 1196.3000000000043
